Code,Name,Market,Marcap_억원,Stocks
049960,쎌바이오텍,KOSDAQ,1634,9400000
473980,노머스,KOSDAQ,1630,11059322
023910,대한약품,KOSDAQ,1626,6000000
011040,경동제약,KOSDAQ,1625,30768766
115310,인포바인,KOSDAQ,1624,15964415
220260,켐트로스,KOSDAQ,1623,32072055
106190,하이텍팜,KOSDAQ,1623,10633173
282880,코윈테크,KOSDAQ,1622,11694082
307750,국전,KOSDAQ,1614,53986288
323350,다원넥스뷰,KOSDAQ,1614,8010772
032580,피델릭스,KOSDAQ,1614,33132064
013990,아가방컴퍼니,KOSDAQ,1613,32887536
003480,한진중공업홀딩스,KOSPI,1606,29529812
054920,한컴위드,KOSDAQ,1606,28217081
037030,파워넷,KOSDAQ,1602,25512992
007610,선도전기,KOSPI,1602,18000000
204610,티쓰리,KOSDAQ,1601,55001720
017550,수산세보틱스,KOSPI,1601,62399130
056090,시지메드텍,KOSDAQ,1601,103259036
090350,노루페인트,KOSPI,1600,20000000
240550,동방메디컬,KOSDAQ,1597,20933940
066410,버킷스튜디오,KOSDAQ,1596,138453818
054800,아이디스홀딩스,KOSDAQ,1594,10347756
123330,제닉,KOSDAQ,1593,7968680
046070,코다코,KOSDAQ,1592,15486089
078890,가온그룹,KOSDAQ,1592,18424943
475230,엔알비,KOSDAQ,1591,10898683
297890,HB솔루션,KOSDAQ,1587,73140914
039830,오로라,KOSDAQ,1585,10762890
082800,비보존 제약,KOSDAQ,1582,60719666
469610,이노테크,KOSDAQ,1567,8934900
340450,지씨지놈,KOSDAQ,1563,23650793
115500,케이씨에스,KOSDAQ,1554,12000000
048870,시너지이노베이션,KOSDAQ,1550,88106963
062970,한국첨단소재,KOSDAQ,1547,57088614
002780,진흥기업,KOSPI,1542,145471745
068790,DMS,KOSDAQ,1542,22570224
008970,KBI동양철관,KOSPI,1535,103766907
002990,금호건설,KOSPI,1533,37259974
000970,한국주철관,KOSPI,1532,22800500
412350,레이저쎌,KOSDAQ,1532,14435282
093640,케이알엠,KOSDAQ,1531,32675446
297090,씨에스베어링,KOSDAQ,1527,27270000
009070,KCTC,KOSPI,1527,30000000
158430,아톤,KOSDAQ,1525,24482092
317400,자이에스앤디,KOSPI,1524,38782520
004150,한솔홀딩스,KOSPI,1518,41026620
214420,토니모리,KOSPI,1518,24054799
086890,이수앱지스,KOSDAQ,1517,40774646
003830,대한화섬,KOSPI,1517,1328000
334970,프레스티지바이오로직스,KOSDAQ,1515,77752637
00279K,아모레퍼시픽홀딩스3우C,KOSPI,1514,7092200
095190,신화프리텍,KOSDAQ,1514,65260462
072870,메가스터디,KOSDAQ,1514,11920959
0004V0,엔비알모션,KOSDAQ,1512,10404468
357580,아모센스,KOSDAQ,1508,11717567
005160,동국산업,KOSDAQ,1505,54244482
053080,케이엔솔,KOSDAQ,1499,12999807
408920,메쎄이상,KOSDAQ,1498,43232455
067280,멀티캠퍼스,KOSDAQ,1497,5926779
272550,삼양패키징,KOSPI,1496,15068406
066430,아이로보틱스,KOSDAQ,1496,39153476
172670,에이엘티,KOSDAQ,1495,8960259
001520,동양,KOSPI,1494,238684063
086960,MDS테크,KOSDAQ,1492,41076968
114840,아이패밀리에스씨,KOSDAQ,1491,17319900
008830,대동기어,KOSDAQ,1490,8987520
950250,테라뷰,KOSDAQ,1488,35517731
192410,오늘이엔엠,KOSDAQ,1486,23330786
210540,디와이파워,KOSPI,1484,11041708
084670,동양고속,KOSPI,1477,2895569
298000,효성화학,KOSPI,1475,3791811
038290,마크로젠,KOSDAQ,1470,10841400
086670,비엠티,KOSDAQ,1467,9925885
093190,빅솔론,KOSDAQ,1466,19238905
242040,나무기술,KOSDAQ,1466,34606264
000700,유수홀딩스,KOSPI,1461,26041812
001360,삼성제약,KOSPI,1460,94162079
023600,삼보판지,KOSDAQ,1460,16008300
217950,파마리서치바이오,KONEX,1460,4183240
041520,이엘씨,KOSDAQ,1459,12188730
003100,선광,KOSDAQ,1459,6600000
217270,넵튠,KOSDAQ,1458,46735643
013520,화승코퍼레이션,KOSPI,1456,50051252
108230,톱텍,KOSDAQ,1452,38023245
004960,한신공영,KOSPI,1449,11570702
004970,신라교역,KOSPI,1448,16000000
077500,유니퀘스트,KOSPI,1447,21600102
290740,액트로,KOSDAQ,1446,10065011
011000,진원생명과학,KOSPI,1442,90882907
105330,케이엔더블유,KOSDAQ,1442,16019520
322180,LS티라유텍,KOSDAQ,1439,20921984
027710,팜스토리,KOSDAQ,1433,111416600
037350,성도이엔지,KOSDAQ,1433,15210000
069510,에스텍,KOSDAQ,1430,10910000
015890,태경산업,KOSPI,1425,29228750
148150,세경하이테크,KOSDAQ,1422,35542818
037070,파세코,KOSDAQ,1420,20000000
002230,피에스텍,KOSDAQ,1420,18705320
088130,동아엘텍,KOSDAQ,1418,17485314
094280,효성ITX,KOSPI,1416,11558200
008040,사조동아원,KOSPI,1416,141144600
009580,무림P&P,KOSPI,1413,62368324
453450,그리드위즈,KOSDAQ,1412,7942750
052420,오성첨단소재,KOSDAQ,1411,97420096
365330,에스와이스틸텍,KOSDAQ,1407,50171000
049720,고려신용정보,KOSDAQ,1407,14300000
396300,세아메카닉스,KOSDAQ,1407,26489500
041440,현대에버다임,KOSDAQ,1405,17915944
214390,경보제약,KOSPI,1403,23906860
333430,일승,KOSDAQ,1395,30726747
136540,윈스테크넷,KOSDAQ,1393,12279746
025560,미래산업,KOSPI,1392,5090828
067990,도이치모터스,KOSDAQ,1392,29181550
014280,금강공업,KOSPI,1392,29329357
001540,안국약품,KOSDAQ,1390,13042420
263860,지니언스,KOSDAQ,1389,9079600
005990,매일홀딩스,KOSDAQ,1388,13298304
021080,에이티넘인베스트,KOSDAQ,1385,48000000
129920,대성하이텍,KOSDAQ,1384,16248696
323990,박셀바이오,KOSDAQ,1384,23257345
338220,뷰노,KOSDAQ,1375,14001823
381620,제닉스로보틱스,KOSDAQ,1372,13117920
016740,두올,KOSPI,1372,28674024
142280,녹십자엠에스,KOSDAQ,1372,21741926
235980,메드팩토,KOSDAQ,1371,34275121
089470,HDC현대EP,KOSPI,1369,31900000
142210,유니트론텍,KOSDAQ,1368,20751403
223250,드림씨아이에스,KOSDAQ,1365,24600444
027970,한국제지,KOSPI,1365,190150720
040300,YTN,KOSDAQ,1359,47676980
212560,네오오토,KOSDAQ,1356,11812241
002620,제일파마홀딩스,KOSPI,1355,15973355
080420,모다이노칩,KOSDAQ,1354,79721622
063570,NICE인프라,KOSDAQ,1349,34147728
032940,원익,KOSDAQ,1348,18193230
107590,미원홀딩스,KOSPI,1346,2320000
417500,제이아이테크,KOSDAQ,1343,32784744
012800,대창,KOSPI,1342,91140499
020120,키다리스튜디오,KOSPI,1342,37063766
070960,모나용평,KOSPI,1338,48133333
007540,샘표,KOSPI,1337,2875800
214680,디알텍,KOSDAQ,1336,83477056
078000,텔코웨어,KOSPI,1335,9240077
115440,우리넷,KOSDAQ,1332,10794292
047560,이스트소프트,KOSDAQ,1329,11753082
079430,현대리바트,KOSPI,1328,20114202
300080,플리토,KOSDAQ,1327,16505451
269620,시스웍,KOSDAQ,1321,148582691
225190,LK삼양,KOSDAQ,1320,70468440
126730,코칩,KOSDAQ,1318,8770126
024090,디씨엠,KOSPI,1314,11400000
336680,탑런토탈솔루션,KOSDAQ,1313,39145558
217820,원익피앤이,KOSDAQ,1312,47454559
267290,경동도시가스,KOSPI,1309,5895406
33626K,두산퓨얼셀1우,KOSPI,1307,13364200
282720,금양그린파워,KOSDAQ,1306,12119500
009270,신원,KOSPI,1306,114770393
307930,컴퍼니케이,KOSDAQ,1300,15610000
004080,신흥,KOSPI,1300,9400000
388790,라이콤,KOSDAQ,1300,30614160
122450,KX,KOSDAQ,1298,44819834
092040,아미코젠,KOSDAQ,1297,70655387
006620,동구바이오제약,KOSDAQ,1295,28464992
089600,KT나스미디어,KOSDAQ,1292,11568163
107600,새빗켐,KOSDAQ,1292,5640954
011280,태림포장,KOSPI,1290,70805940
010100,한국무브넥스,KOSPI,1287,30450420
005860,한일사료,KOSDAQ,1285,39403685
253840,수젠텍,KOSDAQ,1281,16743200
123040,엠에스오토텍,KOSDAQ,1278,62628299
053700,삼보모터스,KOSDAQ,1277,25443768
012320,경동인베스트,KOSPI,1277,2365023
016710,대성홀딩스,KOSPI,1274,16089459
054540,삼영엠텍,KOSDAQ,1274,13000000
013310,아진산업,KOSDAQ,1271,38806582
263720,디앤씨미디어,KOSDAQ,1270,12412591
350520,이지스레지던스리츠,KOSPI,1268,36866202
071280,로체시스템즈,KOSDAQ,1268,15296603
085670,뉴프렉스,KOSDAQ,1267,24500761
250060,모비스,KOSDAQ,1266,32171314
950130,엑세스바이오,KOSDAQ,1264,35173834
065450,빅텍,KOSDAQ,1261,29495803
021820,세원정공,KOSPI,1260,10000000
156100,엘앤케이바이오,KOSDAQ,1258,22351153
036690,코맥스,KOSDAQ,1257,43567455
021320,KCC건설,KOSDAQ,1252,21400000
396470,워트,KOSDAQ,1251,16120000
005800,신영와코루,KOSPI,1246,9000000
019180,티에이치엔,KOSPI,1246,18000000
339950,아이비김영,KOSDAQ,1245,44946655
310200,애니플러스,KOSDAQ,1244,52162836
049080,기가레인,KOSDAQ,1243,84883347
255440,야스,KOSDAQ,1242,13058000
014710,사조씨푸드,KOSPI,1241,17218543
002460,HS화성,KOSPI,1240,10150000
366030,공구우먼,KOSDAQ,1239,22653850
002390,한독,KOSPI,1239,13763533
182360,큐브엔터,KOSDAQ,1238,15549849
004250,NPC,KOSPI,1237,36720000
047820,초록뱀미디어,KOSDAQ,1237,24453930
025620,차AI헬스케어,KOSPI,1234,18203973
083420,그린케미칼,KOSPI,1234,24000000
090850,현대이지웰,KOSDAQ,1232,23746361
042510,라온시큐어,KOSDAQ,1226,11205174
234030,싸이닉솔루션,KOSDAQ,1225,23605000
493330,지에프아이,KOSDAQ,1225,7682146
067900,와이엔텍,KOSDAQ,1219,18199659
014530,극동유화,KOSPI,1219,34869420
475580,에이럭스,KOSDAQ,1218,13624900
131030,옵투스제약,KOSDAQ,1218,17646590
322510,제이엘케이,KOSDAQ,1216,25725892
205100,엑셈,KOSDAQ,1214,70686423
456070,이엔셀,KOSDAQ,1210,11028717
002450,삼익악기,KOSPI,1209,90530915
0007J0,인벤테라,KOSDAQ,1208,7865714
049950,미래컴퍼니,KOSDAQ,1207,8817884
256940,킵스파마,KOSDAQ,1207,20078147
015590,DKME,KOSPI,1206,47396308
215100,로보로보,KOSDAQ,1203,20348454
001020,페이퍼코리아,KOSPI,1200,177983313
389030,지니너스,KOSDAQ,1199,33525445
052260,현대바이오랜드,KOSDAQ,1197,30000000
360070,탑머티리얼,KOSDAQ,1197,8186243
014580,태경비케이,KOSPI,1196,27583100
123690,한국화장품,KOSPI,1195,16068000
306620,지아이에스,KOSDAQ,1191,47942184
100590,머큐리,KOSDAQ,1189,17139545
002220,한일철강,KOSPI,1187,26697460
009780,엠에스씨,KOSDAQ,1186,17600000
033340,좋은사람들,KOSDAQ,1183,96950558
109740,디에스케이,KOSDAQ,1180,25710390
141000,비아트론,KOSDAQ,1180,12114710
330730,스톤브릿지벤처스,KOSDAQ,1179,18217830
076610,해성옵틱스,KOSDAQ,1178,53175440
039980,폴라리스AI,KOSDAQ,1178,14381214
054050,NH농우바이오,KOSDAQ,1170,16030561
038540,상상인,KOSDAQ,1170,55328313
073560,우리손에프앤지,KOSDAQ,1170,69237643
001290,상상인증권,KOSPI,1168,108337120
025950,동신건설,KOSDAQ,1168,8400000
029480,광무,KOSDAQ,1166,59719132
041590,플래스크,KOSDAQ,1161,48972158
035000,HS애드,KOSPI,1159,16207644
227840,현대코퍼레이션홀딩스,KOSPI,1157,9100836
089230,THE E&M,KOSDAQ,1156,37421354
109610,에스와이,KOSDAQ,1154,48907400
045970,코아시아,KOSDAQ,1154,26314876
047770,코데즈컴바인,KOSDAQ,1152,37842602
034590,인천도시가스,KOSPI,1152,4374754
036420,콘텐트리중앙,KOSPI,1150,19262308
248170,샘표식품,KOSPI,1144,4568286
018120,진로발효,KOSDAQ,1144,6621120
013570,디와이,KOSPI,1144,26319633
011700,한신기계,KOSPI,1142,32446151
096250,와이즈넛,KOSDAQ,1141,13105344
049520,유아이엘,KOSDAQ,1141,30842625
035080,그래디언트,KOSDAQ,1141,11431284
131370,알서포트,KOSDAQ,1140,53267083
139990,아주스틸,KOSPI,1139,38755414
226400,오스테오닉,KOSDAQ,1138,20661601
038110,에코플라스틱,KOSDAQ,1138,41169370
464490,쿼드메디슨,KOSDAQ,1138,11482113
120030,조선선재,KOSPI,1137,1257651
104460,디와이피엔에프,KOSDAQ,1135,10518101
136150,원일티엔아이,KOSDAQ,1134,8381030
000440,중앙에너비스,KOSDAQ,1127,6227130
309960,LB인베스트먼트,KOSDAQ,1126,23217239
059270,해성에어로보틱스,KOSDAQ,1124,11165299
051160,지어소프트,KOSDAQ,1123,15474430
357230,에이치피오,KOSDAQ,1123,41293476
052900,KX하이텍,KOSDAQ,1123,69481232
246710,티앤알바이오팹,KOSDAQ,1122,47664504
382840,원준,KOSDAQ,1122,15271581
149980,하이로닉,KOSDAQ,1117,21194363
317770,엑스페릭스,KOSDAQ,1116,36486545
023900,풍국주정,KOSDAQ,1116,12600000
004590,한국가구,KOSDAQ,1116,15000000
229500,노브메타파마,KONEX,1115,12841554
408470,한패스,KOSDAQ,1114,10572000
032300,한국파마,KOSDAQ,1114,10906701
072950,빛샘전자,KOSDAQ,1112,8052610
100130,동국S&C,KOSDAQ,1111,57143000
363280,티와이홀딩스,KOSPI,1110,45497333
267850,아시아나IDT,KOSPI,1110,11100000
023800,인지컨트롤스,KOSPI,1107,15809197
067830,세이브존I&C,KOSPI,1104,41040895
262260,에이프로,KOSDAQ,1102,14468152
290720,푸드나무,KOSDAQ,1101,35122142
413630,씨피시스템,KOSDAQ,1100,36436626
007210,벽산,KOSPI,1099,65360000
036010,아비코전자,KOSDAQ,1097,13292934
011810,STX,KOSPI,1095,31017927
067000,조이시티,KOSDAQ,1093,69903446
443670,에스피소프트,KOSDAQ,1090,24741392
004140,동방,KOSPI,1087,47971766
014160,대영포장,KOSPI,1086,108394549
228850,레이언스,KOSDAQ,1085,16591014
059210,메타바이오메드,KOSDAQ,1084,27171445
066310,큐에스아이,KOSDAQ,1084,9271621
090470,제이스로보틱스,KOSDAQ,1082,17476594
078140,대봉엘에스,KOSDAQ,1081,11086579
225530,HC보광산업,KOSDAQ,1074,36338727
100700,세운메디칼,KOSDAQ,1073,43800000
086710,선진뷰티사이언스,KOSDAQ,1070,12203280
331740,아우토크립트,KOSDAQ,1068,9749691
044990,에이치엔에스하이텍,KOSDAQ,1068,7685425
074430,아미노로직스,KOSDAQ,1067,87826844
091120,이엠텍,KOSDAQ,1062,17132936
036220,오상헬스케어,KOSDAQ,1062,14309416
337930,젝시믹스,KOSDAQ,1061,29676475
331920,셀레믹스,KOSDAQ,1061,8164148
063170,서울옥션,KOSDAQ,1059,17774267
094840,슈프리마에이치큐,KOSDAQ,1057,9806109
205470,휴마시스,KOSDAQ,1057,25875001
058850,KTcs,KOSPI,1056,41404450
0015S0,페스카로,KOSDAQ,1053,9866730
476040,오가노이드사이언스,KOSDAQ,1052,6585760
096240,크레버스,KOSDAQ,1051,10738180
042500,링네트,KOSDAQ,1050,22291144
117670,알파칩스,KOSDAQ,1050,6661742
417970,모델솔루션,KOSDAQ,1047,6396700
311320,지오엘리먼트,KOSDAQ,1042,12614560
265740,엔에프씨,KOSDAQ,1040,17863600
217330,싸이토젠,KOSDAQ,1039,23129547
036630,세종텔레콤,KOSDAQ,1035,10000000
039340,한국경제TV,KOSDAQ,1034,22000000
019550,SBI인베스트먼트,KOSDAQ,1034,162066575
023450,동남합성,KOSPI,1031,3500000
264900,크라운제과,KOSPI,1029,12523850
228670,레이,KOSDAQ,1028,15640021
024880,케이피에프,KOSDAQ,1024,20162754
084650,랩지노믹스,KOSDAQ,1024,74239990
041930,SY동아,KOSDAQ,1020,15200000
052860,아이앤씨,KOSDAQ,1018,17862854
079810,APS이노베이션,KOSDAQ,1012,21528094
006840,AK홀딩스,KOSPI,1011,13247561
321260,프로이천,KOSDAQ,1011,28192084
036580,팜스코,KOSPI,1010,36727943
033290,로젠,KOSDAQ,1009,56156301
119650,KC코트렐,KOSPI,1008,109785309
014790,HL D&I,KOSPI,1007,37858601
009300,삼아제약,KOSDAQ,999,6370000
078935,GS우,KOSPI,998,1784826
053580,웹케시,KOSDAQ,997,12954436
019680,대교,KOSPI,997,84702850
066700,테라젠이텍스,KOSDAQ,996,37152376
101330,모베이스,KOSDAQ,995,23147029
246720,아스타,KOSDAQ,994,16381300
004100,태양금속,KOSPI,989,36700000
032560,황금에스티,KOSPI,988,17000000
099750,이지케어텍,KOSDAQ,988,13659173
063080,컴투스홀딩스,KOSDAQ,986,6595192
048550,SM C&C,KOSDAQ,986,96714620
251120,바이오에프디엔씨,KOSDAQ,984,8695700
008260,NI스틸,KOSPI,984,28600117
298540,더네이쳐홀딩스,KOSDAQ,984,14486386
352090,스톰테크,KOSDAQ,984,26872998
212710,아이에스티이,KOSDAQ,983,9622978
066980,한성크린텍,KOSDAQ,982,51935125
424960,스마트레이더시스템,KOSDAQ,979,16485110
411080,샌즈랩,KOSDAQ,977,15267638
005870,휴니드,KOSPI,975,14116015
003310,대주산업,KOSDAQ,973,35392350
389140,포바이포,KOSDAQ,973,14269735
066790,씨씨에스,KOSDAQ,973,65152039
088390,이녹스,KOSDAQ,972,9385844
101670,하이드로리튬,KOSDAQ,971,56777187
273640,와이엠텍,KOSDAQ,970,10966000
081180,쎄크,KOSDAQ,969,8825535
053260,금강철강,KOSDAQ,968,18720000
063160,종근당바이오,KOSPI,968,5485962
330350,위더스제약,KOSDAQ,968,13202139
054620,APS,KOSDAQ,968,18394221
002200,한국수출포장,KOSPI,967,38000000
185490,아이진,KOSDAQ,966,43229784
068240,다원시스,KOSDAQ,966,38163437
010660,화천기계,KOSPI,965,22000000
451220,아이엠티,KOSDAQ,964,7874611
205500,넥써쓰,KOSDAQ,962,64112099
005740,크라운해태홀딩스,KOSPI,962,14847347
489460,바이오비쥬,KOSDAQ,961,15044430
095720,웅진씽크빅,KOSPI,960,56827085
008700,아남전자,KOSPI,959,77124820
382480,지아이텍,KOSDAQ,958,39357140
173130,오파스넷,KOSDAQ,956,13046473
035610,솔본,KOSDAQ,956,27345997
175140,휴먼테크놀로지,KOSDAQ,955,24944253
007110,일신석재,KOSPI,954,77456610
120240,대정화금,KOSDAQ,953,7190391
001275,부국증권우,KOSPI,952,3000000
294630,서남,KOSDAQ,952,26366319
030960,양지사,KOSDAQ,949,15980000
460940,피앤에스로보틱스,KOSDAQ,947,13455280
432470,케이엔에스,KOSDAQ,946,8771556
163560,동일고무벨트,KOSPI,945,13900000
950190,고스트스튜디오,KOSDAQ,945,13017059
043610,KT지니뮤직,KOSDAQ,944,58115438
002210,동성제약,KOSPI,940,96619507
048530,인트론바이오,KOSDAQ,939,30891758
208370,셀바스헬스케어,KOSDAQ,938,25740564
024740,한일단조,KOSDAQ,938,32897049
317830,에스피시스템스,KOSDAQ,936,10773818
37550L,DL이앤씨2우(전환),KOSPI,936,2111951
303810,동국생명과학,KOSDAQ,936,31984140
058860,KTis,KOSPI,934,34802000
299660,셀리드,KOSDAQ,934,29502977
362320,청담글로벌,KOSDAQ,933,21151290
093920,서원인텍,KOSDAQ,930,18600000
377480,마음AI,KOSDAQ,929,7110275
370090,퓨런티어,KOSDAQ,929,8556830
348350,위드텍,KOSDAQ,928,9978600
011370,서한,KOSDAQ,924,100894865
002700,신일전자,KOSPI,924,70047521
014440,영보화학,KOSPI,922,20000000
040910,아이씨디,KOSDAQ,921,18174275
072020,중앙백신,KOSDAQ,921,9458687
448710,코츠테크놀로지,KOSDAQ,921,5285292
000230,일동홀딩스,KOSPI,921,11540400
066590,스모트로닉,KOSDAQ,919,38677937
261780,차백신연구소,KOSDAQ,918,26912996
006660,삼성공조,KOSPI,912,8126314
010280,아이티센엔텍,KOSDAQ,912,13024757
007460,에이프로젠,KOSPI,911,21953668
290660,다이나믹솔루션,KOSDAQ,906,84549017
058630,엠게임,KOSDAQ,905,19202574
006140,피제이전자,KOSDAQ,905,14865000
277880,티에스아이,KOSDAQ,904,19843212
251630,브이원텍,KOSDAQ,902,15942886
0015N0,아로마티카,KOSDAQ,901,12715050
041910,폴라리스AI파마,KOSDAQ,901,13283350
014970,삼륭물산,KOSDAQ,898,14825000
040420,정상제이엘에스,KOSDAQ,898,15677552
094940,푸른기술,KOSDAQ,898,8361386
463020,뉴엔AI,KOSDAQ,897,8879200
004840,DRB동일,KOSPI,896,19272364
067170,오텍,KOSDAQ,896,24994848
006890,태경케미컬,KOSPI,896,11600000
003580,HLB글로벌,KOSPI,894,50663505
026150,특수건설,KOSDAQ,893,17546331
082850,우리바이오,KOSDAQ,893,48456578
203690,아크솔루션스,KOSDAQ,892,20157320
302430,이노메트리,KOSDAQ,891,9833208
418470,KT밀리의서재,KOSDAQ,891,8565789
007820,엠엑스로보틱스,KOSDAQ,891,20033946
023000,삼원강재,KOSPI,890,39739956
054670,대한뉴팜,KOSDAQ,890,14354920
091440,한울소재과학,KOSDAQ,890,32471041
067290,JW신약,KOSDAQ,889,56037103
017370,우신시스템,KOSPI,887,18314054
347890,엠엑스온,KOSDAQ,885,16963204
031820,아이티센씨티에스,KOSPI,884,12105146
081150,티플랙스,KOSDAQ,883,24268402
004890,동일산업,KOSPI,879,2425215
419050,삼기에너지솔루션즈,KOSDAQ,879,57196240
265560,영화테크,KOSDAQ,878,10690180
000590,CS홀딩스,KOSPI,877,1154482
024830,세원물산,KOSDAQ,877,8350000
061040,알에프텍,KOSDAQ,876,45241115
048770,TPC로보틱스,KOSDAQ,876,15697991
191420,테고사이언스,KOSDAQ,876,8108834
019540,일지테크,KOSDAQ,874,13513500
058400,KNN,KOSDAQ,874,132429720
025550,한국선재,KOSDAQ,874,25514004
060590,씨티씨바이오,KOSDAQ,873,24181020
004650,창해에탄올,KOSDAQ,872,9190885
439580,블루엠텍,KOSDAQ,870,33846547
002600,조흥,KOSPI,869,600000
227950,엔투텍,KOSDAQ,868,172541047
085310,엔케이,KOSPI,867,74180743
038460,바이오스마트,KOSDAQ,867,25274542
007980,TP,KOSPI,866,46897350
217190,제너셈,KOSDAQ,866,13153761
079980,휴비스,KOSPI,864,34500000
137950,제이씨케미칼,KOSDAQ,862,22267814
413390,엠오티,KOSDAQ,860,11580180
055490,테이팩스,KOSPI,859,4769650
065440,이루온,KOSDAQ,859,27275020
131400,이브이첨단소재,KOSDAQ,859,59591882
234300,에스트래픽,KOSDAQ,857,27207780
054040,한국컴퓨터,KOSDAQ,855,16071290
388870,파로스아이바이오,KOSDAQ,854,12945932
201490,미투온,KOSDAQ,852,32593810
011150,CJ씨푸드,KOSPI,852,35930773
452200,민테크,KOSDAQ,851,24232800
012700,리드코프,KOSDAQ,849,26194852
215790,이노인스트루먼트,KOSDAQ,848,40283149
170030,현대공업,KOSDAQ,847,15340000
096775,SK이노베이션우,KOSPI,846,1248426
105740,디케이락,KOSDAQ,846,10168513
096350,대창솔루션,KOSDAQ,846,36854762
302550,리메드,KOSDAQ,845,30907150
307870,비투엔,KOSDAQ,843,74299285
067370,선바이오,KOSDAQ,841,12193555
036090,위지트,KOSDAQ,841,118392284
002720,국제약품,KOSPI,840,21159832
950220,네오이뮨텍,KOSDAQ,840,167639400
049180,셀루메드,KOSDAQ,840,83226192
039010,현대에이치티,KOSDAQ,839,8625000
067570,엔브이에이치코리아,KOSDAQ,838,42170000
183490,엔지켐생명과학,KOSDAQ,838,84640235
005750,대림바스,KOSPI,838,16592240
171120,라이온켐텍,KOSDAQ,837,35901760
010960,삼호개발,KOSPI,836,24120000
044340,위닉스,KOSDAQ,836,17873425
124560,태웅로직스,KOSDAQ,832,38720811
238090,앤디포스,KOSDAQ,832,30490440
084730,팅크웨어,KOSDAQ,831,11109424
065530,와이어블,KOSDAQ,830,47838759
263600,덕우전자,KOSDAQ,828,15930310
338100,NH프라임리츠,KOSPI,828,18660000
000180,성창기업지주,KOSPI,827,13950320
348150,고바이오랩,KOSDAQ,826,19418889
299170,더블유에스아이,KOSDAQ,825,41511288
065510,휴비츠,KOSDAQ,824,11485863
111380,동인기연,KOSPI,822,6128000
463480,모티브링크,KOSDAQ,821,12390358
130580,나이스디앤비,KOSDAQ,821,15400000
009180,한솔로지스틱스,KOSPI,821,28155825
110790,크리스에프앤씨,KOSDAQ,820,23430960
033230,인성정보,KOSDAQ,818,50515380
083790,CG인바이츠,KOSDAQ,817,76894182
000105,유한양행우,KOSPI,816,1180940
475430,키스트론,KOSDAQ,816,17848110
017650,대림제지,KOSDAQ,815,8785000
175250,아이큐어,KOSDAQ,815,37558368
412540,제일엠앤에스,KOSDAQ,811,20600665
168330,내츄럴엔도텍,KOSDAQ,810,31754900
443250,레뷰코퍼레이션,KOSDAQ,810,11137760
056360,코위버,KOSDAQ,809,9796800
013870,지엠비코리아,KOSPI,808,19072280
007590,동방아그로,KOSPI,808,13617577
037760,쎄니트,KOSDAQ,807,33832921
241690,유니테크노,KOSDAQ,806,24470706
020710,시공테크,KOSDAQ,806,20047970
036640,HRS,KOSDAQ,805,16354800
453860,에이에스텍,KOSDAQ,805,6444423
315640,딥노이드,KOSDAQ,805,29372232
391710,코닉오토메이션,KOSDAQ,803,42620470
049480,오픈베이스,KOSDAQ,798,31422383
002800,신신제약,KOSDAQ,798,15170500
001470,삼부토건,KOSPI,797,229681824
222160,NPX,KOSDAQ,796,9894439
100220,비상교육,KOSPI,795,12996741
140070,서플러스글로벌,KOSDAQ,795,36988000
004720,팜젠사이언스,KOSPI,795,21954502
013360,일성건설,KOSPI,795,54024880
039610,화성밸브,KOSDAQ,793,10410400
451250,삐아,KOSDAQ,793,10225877
478560,블랙야크아이앤씨,KOSDAQ,792,25830298
001260,남광토건,KOSPI,790,9832572
013700,까뮤이앤씨,KOSPI,789,59750830
048430,유라테크,KOSDAQ,787,11520000
123010,알엔티엑스,KOSDAQ,787,33622267
217500,러셀,KOSDAQ,784,31812000
038680,에스넷,KOSDAQ,784,19912642
147760,피엠티,KOSDAQ,779,10819866
095270,웨이브일렉트로,KOSDAQ,779,14372406
080010,이상네트웍스,KOSDAQ,779,9835071
208140,정다운,KOSDAQ,778,32684246
011320,유니크,KOSDAQ,778,19320695
311690,CJ 바이오사이언스,KOSDAQ,777,13065462
018500,동원금속,KOSPI,777,46754933
088280,쏘닉스,KOSDAQ,777,17306490
006090,사조오양,KOSPI,775,9422739
128660,피제이메탈,KOSDAQ,775,24803369
216050,인크로스,KOSDAQ,774,12843222
340360,다보링크,KOSDAQ,774,52062772
053280,예스24,KOSDAQ,772,25000000
192250,케이사인,KOSDAQ,772,7067125
092300,현우산업,KOSDAQ,767,19049936
032850,비트컴퓨터,KOSDAQ,766,16623293
347000,센코,KOSDAQ,766,37810846
001560,제일연마,KOSPI,765,7600000
461030,아이엠비디엑스,KOSDAQ,763,14334517
382150,온코크로스,KOSDAQ,762,12195957
155650,와이엠씨,KOSDAQ,762,18974358
069730,DSR제강,KOSPI,760,14400000
215360,우리산업,KOSDAQ,760,9132163
111710,남화산업,KOSDAQ,760,20588000
347860,알체라,KOSDAQ,759,41300953
004440,삼일씨엔에스,KOSPI,754,12731947
060560,HC홈센타,KOSDAQ,753,25388001
222110,팬젠,KOSDAQ,751,13514509
048910,대원미디어,KOSDAQ,750,12578946
109070,주성코퍼레이션,KOSPI,749,52810230
320000,한울반도체,KOSDAQ,749,6668810
459100,위츠,KOSDAQ,746,13466100
017480,삼현철강,KOSDAQ,745,15702890
000850,화천기공,KOSPI,745,2200000
234100,폴라리스세원,KOSDAQ,745,73008183
